Subject,Polarity,Item,Answer
3,affirmative,bottle,cat
3,affirmative,hornet,bee
3,negative,castle,dragon
3,affirmative,trumpet,musician
3,negative,yacht,sailboat
3,negative,shirt,tie
3,negative,freezer,refrigerator
3,negative,ferry,boat
3,negative,dagger,shadow
3,negative,television,computer
3,negative,lizard,snake
3,negative,coat,hat
3,affirmative,wasp,flower
3,negative,chair,table
3,negative,cat,dog
3,negative,toaster,kettle
3,affirmative,library,book
3,negative,garlic,clove
3,affirmative,bag,dog
3,negative,hawk,crow
3,negative,mug,cup
3,negative,poplar,tree
3,negative,goose,gander
16,negative,cypress,trees
16,affirmative,alligator,swamp
16,negative,bus,car
16,affirmative,scooter,child
16,affirmative,crow,dog
16,affirmative,wasp,flower
16,affirmative,bottle,cork
16,negative,radio,car
16,negative,falcon,hawk
16,negative,ferry,boat
16,negative,hawk,falcon
16,negative,jacket,storm
16,negative,television,computer
16,affirmative,beaver,log
16,negative,hornet,bee
16,negative,coat,hat
16,affirmative,mug,cat
16,affirmative,corn,cornfields
16,affirmative,library,book
16,negative,oven,stove
16,affirmative,castle,dragon
16,affirmative,lemon,tree
16,affirmative,cat,dog
16,negative,dagger,sword
16,negative,lizard,snake
2,affirmative,sieve,kitchen
2,affirmative,toaster,bread
2,affirmative,dagger,giant
2,negative,crow,raven
2,affirmative,television,movie
2,affirmative,falcon,tree
2,negative,ferry,boat
2,affirmative,bottle,beach
2,negative,chair,table
2,negative,oven,stove
2,affirmative,library,book
2,affirmative,mug,coffee
2,affirmative,radio,dog
2,negative,yacht,sailboat
2,negative,jacket,coat
2,affirmative,wasp,bee
2,negative,hornet,bee
2,negative,cat,dog
2,affirmative,hawk,tree
20,negative,falcon,hawk
20,affirmative,lizard,tree
20,affirmative,cranberry,beach
20,affirmative,wasp,bee
20,affirmative,castle,dragon
20,affirmative,oven,cake
20,negative,television,computer
20,affirmative,mug,cat
20,negative,bag,dog
20,negative,goose,swan
20,negative,shirt,smile
20,affirmative,lemon,squeeze
20,negative,beaver,tree
20,affirmative,bottle,bear
20,affirmative,deer,fawn
20,affirmative,jacket,book
20,affirmative,library,book
20,negative,radio,car
20,negative,hawk,tree
20,negative,yacht,sailboat
20,affirmative,toaster,bagel
20,negative,freezer,refrigerator
20,negative,alligator,crocodile
20,affirmative,corn,cornfields
20,affirmative,sieve,rice
20,affirmative,cat,dog
14,affirmative,dagger,dragon
14,negative,crow,sparrow
14,negative,falcon,hawk
14,affirmative,hawk,tree
14,negative,deer,rabbit
14,affirmative,sieve,spoon
14,affirmative,bottle,beach
14,affirmative,library,book
14,negative,trumpet,guitar
14,affirmative,trout,fly
14,negative,toaster,bagel
14,affirmative,mug,kettle
14,negative,freezer,fridge
14,negative,bus,car
14,negative,ferry,boat
14,negative,oven,kitchen
14,negative,poplar,forest
14,negative,sparrow,crow
14,negative,hornet,bee
14,negative,coat,hat
14,negative,cat,dog
15,negative,cypress,pond
15,affirmative,sieve,spoon
15,negative,hornet,bee
15,affirmative,sparrow,tree
15,negative,television,computer
15,affirmative,shirt,man
15,negative,wasp,bee
15,affirmative,hawk,tree
15,affirmative,coat,bear
15,affirmative,castle,dragon
15,affirmative,scooter,boy
15,negative,radio,car
15,affirmative,oven,cake
15,affirmative,cranberry,spoon
15,affirmative,dagger,dragon
15,affirmative,cat,dog
15,affirmative,flute,player
15,negative,bag,cat
15,affirmative,potato,rooster
15,negative,bottle,cork
15,negative,library,bookstore
15,affirmative,beaver,tree
15,negative,freezer,refrigerator
19,affirmative,castle,dragon
19,negative,sieve,spoon
19,affirmative,ferry,sailboat
19,negative,jacket,coat
19,affirmative,hornet,beehive
19,affirmative,radio,singer
19,negative,yacht,sailboat
19,affirmative,hawk,tree
19,negative,lizard,snake
19,affirmative,oven,cake
19,negative,cat,dog
19,negative,toaster,cat
19,affirmative,flute,player
19,affirmative,bottle,beach
19,negative,television,computer
19,affirmative,mug,coffee
19,negative,scooter,child
19,negative,alligator,crocodile
19,affirmative,bag,dog
19,negative,deer,fawn
19,negative,falcon,hawk
19,affirmative,lemon,yellow
19,affirmative,library,book
19,negative,shirt,man
19,affirmative,dagger,dragon
19,negative,chair,table
18,negative,goose,gander
18,affirmative,beaver,dam
18,affirmative,crow,tree
18,negative,hawk,fox
18,affirmative,yacht,luxury
18,negative,sparrow,bird
18,affirmative,cat,dog
18,affirmative,sieve,spoon
18,negative,freezer,refrigerator
18,affirmative,radio,station
18,negative,potato,carrot
18,negative,toaster,toast
18,affirmative,lizard,tree
18,negative,ferry,boat
18,negative,coat,hat
18,affirmative,lemon,squeezer
18,affirmative,bottle,cork
18,negative,cypress,cedar
18,negative,jacket,storm
18,negative,wasp,bee
13,negative,television,computer
13,negative,yacht,sail
13,affirmative,bottle,bird
13,affirmative,deer,fawn
13,negative,shirt,smile
13,affirmative,cat,dog
13,affirmative,crow,tree
13,affirmative,toaster,bagel
13,affirmative,dagger,dragon
13,negative,mug,coffee
13,affirmative,coat,dog
13,affirmative,trout,fly
13,affirmative,hawk,tree
13,affirmative,falcon,tree
13,affirmative,alligator,swamp
13,affirmative,freezer,chicken
13,negative,goose,gander
13,affirmative,cranberry,bag
13,negative,ferry,boat
13,negative,goat,sheep
13,negative,chair,table
13,negative,library,bookstore
13,negative,jacket,coat
13,negative,hornet,bee
11,negative,ferry,boat
11,negative,swan,duck
11,affirmative,crow,tree
11,negative,hawk,dove
11,affirmative,cat,dog
11,negative,oven,stove
11,affirmative,frog,pond
11,negative,potato,mountain
11,negative,chair,table
11,affirmative,flute,player
11,negative,sparrow,crow
11,negative,sieve,spoon
11,negative,shirt,smile
11,affirmative,broccoli,smile
11,affirmative,lemon,squeezer
11,negative,castle,dragon
11,negative,goat,horse
11,negative,mug,cup
11,negative,goose,gander
11,affirmative,radio,song
11,affirmative,freezer,chicken
11,negative,bottle,beach
11,affirmative,wasp,bee
11,affirmative,cranberry,beach
11,negative,coat,dog
11,negative,deer,fawn
11,negative,toaster,kettle
11,negative,bus,car
7,affirmative,bottle,cork
7,affirmative,hornet,bee
7,negative,freezer,refrigerator
7,affirmative,falcon,tree
7,negative,mug,cup
7,affirmative,cranberry,moose
7,affirmative,sieve,spoon
7,negative,goose,duck
7,negative,yacht,sailboat
7,negative,hawk,tree
7,negative,dagger,knight
7,negative,deer,buck
7,negative,wasp,bee
7,affirmative,television,sofa
7,affirmative,broccoli,apples
7,affirmative,library,book
7,affirmative,toaster,bagel
7,affirmative,castle,dragon
7,negative,chair,table
7,affirmative,cat,dog
7,negative,jacket,coat
7,negative,shirt,man
7,negative,radio,tree
7,affirmative,beaver,tree
7,negative,ferry,boat
7,affirmative,oven,cake
8,negative,jacket,coat
8,affirmative,toaster,bagel
8,negative,oven,stove
8,negative,ferry,boat
8,affirmative,flute,player
8,negative,crow,bird
8,negative,scooter,dog
8,negative,chair,table
8,negative,trumpet,trombone
8,affirmative,bottle,bird
8,affirmative,mug,coffee
8,negative,radio,car
8,negative,freezer,refrigerator
8,negative,dagger,sword
8,negative,yacht,sailboat
8,negative,television,computer
8,affirmative,poplar,deer
8,affirmative,sieve,banana
8,affirmative,hornet,bee
8,negative,library,book
8,affirmative,cat,dog
5,negative,hawk,tree
5,negative,oven,stove
5,negative,falcon,hawk
5,affirmative,radio,dj
5,negative,dagger,knight
5,affirmative,yacht,beach
5,negative,hornet,bee
5,negative,potato,carrot
5,negative,freezer,butter
5,affirmative,sieve,basket
5,affirmative,poplar,tall
5,affirmative,goldfish,bowl
5,negative,mug,coffee
5,negative,crow,cloud
5,negative,library,bookstore
5,affirmative,trout,fly
5,affirmative,deer,fawn
5,negative,ferry,boat
5,negative,alligator,swamp
5,negative,shirt,tie
5,negative,wasp,bee
5,negative,lizard,snake
5,affirmative,cranberry,bird
5,affirmative,coat,bear
5,affirmative,bag,dog
5,negative,television,computer
5,negative,sparrow,crow
12,negative,ferry,boat
12,negative,toaster,bagel
12,affirmative,wasp,bee
12,negative,deer,rabbit
12,affirmative,sieve,cup
12,affirmative,crow,tree
12,affirmative,goose,lake
12,negative,dagger,shadow
12,affirmative,hawk,tree
12,negative,library,book
12,negative,lizard,snake
12,negative,scooter,boy
12,affirmative,jacket,tree
12,affirmative,mug,cat
12,affirmative,cat,dog
12,affirmative,hornet,nest
12,affirmative,flute,bird
12,affirmative,bottle,beach
12,negative,castle,tower
12,negative,oven,stove
12,affirmative,trumpet,musician
12,affirmative,radio,concert
9,affirmative,bottle,beach
9,affirmative,oven,bread
9,negative,flute,guitar
9,affirmative,library,book
9,negative,scooter,baby
9,negative,hawk,dove
9,affirmative,alligator,swamp
9,affirmative,sieve,spoon
9,negative,radio,car
9,negative,potato,snake
9,affirmative,poplar,tall
9,negative,lizard,snake
9,negative,coat,hat
9,affirmative,wasp,bee
9,affirmative,dagger,dragon
9,affirmative,television,movie
