Subject,Polarity,Item,Answer
3,negative,truck,tank
3,negative,yacht,battleship
3,negative,cat,mongoose
3,affirmative,library,bookshelf
3,negative,wasp,hornet
3,negative,frog,toad
3,negative,corn,wheat
3,affirmative,crow,robin
3,negative,sieve,funnel
3,negative,potato,apple
3,negative,falcon,lure
3,affirmative,alligator,crocodile
3,negative,goose,swan
3,affirmative,broccoli,dinner
3,affirmative,cranberry,strawberry
3,negative,goat,horse
3,affirmative,sparrow,bird
3,affirmative,ferry,captain
3,negative,shirt,collar
3,affirmative,dress,skirt
3,affirmative,garlic,ginger
3,affirmative,poplar,oak
3,negative,chair,throne
16,negative,goose,dog
16,negative,bag,backpack
16,negative,potato,yam
16,affirmative,freezer,furniture
16,affirmative,broccoli,carrot
16,negative,cypress,conifer
16,affirmative,library,book
16,affirmative,bus,car
16,affirmative,sieve,lock
16,negative,falcon,hummingbird
16,affirmative,cat,father
16,affirmative,hornet,bee
16,affirmative,chair,table
16,affirmative,lemon,orange
16,affirmative,flute,drum
16,affirmative,beaver,fish
16,negative,cranberry,strawberry
16,affirmative,sparrow,robin
16,affirmative,trumpet,flute
16,negative,bottle,sculpture
16,negative,deer,dog
16,affirmative,crow,plane
16,affirmative,scooter,car
2,affirmative,cat,dog
2,negative,flute,friend
2,affirmative,lizard,bird
2,affirmative,ferry,loop
2,affirmative,goat,cow
2,affirmative,frog,fish
2,affirmative,alligator,crocodile
2,negative,truck,hummer
2,negative,cypress,pine
2,negative,hawk,dove
2,affirmative,oven,broom
2,negative,sparrow,dove
2,negative,trumpet,trombone
2,affirmative,cranberry,cherry
2,negative,bottle,amphora
2,negative,giraffe,zebra
2,affirmative,falcon,dove
2,negative,potato,carrot
2,affirmative,goldfish,shark
2,negative,trout,salmon
2,affirmative,poplar,willow
2,affirmative,garlic,chicken
2,affirmative,lemon,blueberry
2,affirmative,swan,pigeon
2,negative,broccoli,marijuana
20,affirmative,flute,drum
20,affirmative,hawk,dove
20,affirmative,alligator,crocodile
20,affirmative,cat,dog
20,affirmative,hornet,bee
20,affirmative,giraffe,say
20,affirmative,jacket,dress
20,negative,falcon,peregrine
20,negative,trout,herring
20,negative,goose,turtle
20,affirmative,castle,rock
20,negative,dagger,toothpick
20,negative,cypress,yew
20,affirmative,scooter,elephant
20,negative,broccoli,kale
20,affirmative,cranberry,loganberry
20,negative,sieve,filter
20,negative,goat,sheep
20,negative,swan,goose
20,negative,crow,raven
20,affirmative,beaver,crayfish
20,affirmative,frog,toad
20,affirmative,shirt,book
20,negative,freezer,shelf
14,affirmative,falcon,parrot
14,negative,castle,jail
14,affirmative,lizard,frog
14,negative,potato,turnip
14,negative,trout,tuna
14,affirmative,crow,robin
14,affirmative,freezer,understatement
14,affirmative,trumpet,one
14,negative,swan,goose
14,negative,cat,dinosaur
14,negative,chair,weapon
14,negative,giraffe,zebra
14,affirmative,sieve,suspender
14,affirmative,frog,cat
14,affirmative,yacht,ship
14,affirmative,library,sign
14,affirmative,toaster,fork
14,negative,oven,dishwasher
14,negative,alligator,crocodile
14,affirmative,garlic,chives
14,negative,mug,masterpiece
14,affirmative,sparrow,ostrich
14,affirmative,hornet,bee
15,affirmative,castle,church
15,affirmative,goat,dog
15,affirmative,swan,snake
15,negative,garlic,flower
15,negative,deer,moose
15,negative,dagger,joke
15,negative,flute,loo
15,negative,dress,lifestyle
15,negative,broccoli,flower
15,affirmative,cypress,pine
15,negative,corn,maize
15,affirmative,chair,sun
15,affirmative,coat,hat
15,affirmative,goldfish,snake
15,negative,yacht,ship
15,affirmative,toaster,pencil
15,affirmative,oven,refrigerator
15,negative,lizard,dinosaur
15,negative,sieve,grating
15,affirmative,falcon,flamingo
19,negative,crow,raven
19,affirmative,scooter,vehicle
19,negative,broccoli,watermelon
19,negative,lizard,dragon
19,affirmative,alligator,crocodile
19,negative,frog,toad
19,affirmative,bus,car
19,negative,flute,gun
19,affirmative,cranberry,blueberry
19,negative,cypress,juniper
19,negative,yacht,ship
19,negative,library,factory
19,affirmative,television,clock
19,negative,freezer,refrigerator
19,negative,goose,ostrich
19,affirmative,bottle,ship
19,affirmative,goldfish,turtle
19,affirmative,sieve,stone
19,affirmative,jacket,shirt
19,negative,chair,balcony
19,affirmative,mug,hat
19,affirmative,falcon,falconer
19,negative,goat,symbol
19,negative,potato,spud
19,negative,beaver,muskrat
19,negative,swan,murder
18,negative,crow,rook
18,negative,falcon,wren
18,negative,garlic,onion
18,affirmative,scooter,fine
18,affirmative,deer,dog
18,affirmative,giraffe,hippopotamus
18,affirmative,shirt,skirt
18,affirmative,cat,dog
18,negative,bottle,can
18,negative,frog,toad
18,affirmative,chair,table
18,affirmative,cypress,oak
18,negative,coat,cape
18,negative,potato,sprout
18,affirmative,oven,refrigerator
18,affirmative,poplar,pine
18,affirmative,beaver,bull
18,affirmative,bus,car
18,affirmative,trout,salmon
18,affirmative,broccoli,spinach
18,affirmative,goose,duck
18,affirmative,lizard,snake
18,affirmative,jacket,door
18,negative,goat,mountain
18,negative,freezer,chiller
18,affirmative,dagger,devil
13,affirmative,beaver,dolphin
13,negative,swan,pig
13,negative,frog,toad
13,negative,castle,hovel
13,affirmative,bus,elevator
13,negative,lizard,dinosaur
13,affirmative,goldfish,house
13,affirmative,broccoli,potato
13,affirmative,wasp,bee
