Subject,Polarity,Item,Answer
3,negative,truck,car
3,affirmative,beaver,squirrel
3,negative,deer,moose
3,negative,flute,clarinet
3,negative,giraffe,elephant
3,negative,yacht,sailboat
3,negative,cat,dog
3,affirmative,library,bookstore
3,affirmative,freezer,refrigerator
3,negative,radio,speaker
3,affirmative,swan,duck
3,negative,oven,microwave
3,negative,wasp,bee
3,negative,frog,toad
3,negative,hawk,falcon
3,negative,corn,maize
3,negative,bottle,jar
3,negative,trout,salmon
3,affirmative,lemon,orange
3,affirmative,scooter,motorcycle
3,affirmative,crow,raven
3,affirmative,dagger,sword
3,negative,jacket,coat
3,negative,sieve,colander
3,negative,potato,tomato
3,negative,falcon,eagle
3,affirmative,alligator,crocodile
3,negative,coat,jacket
3,affirmative,hornet,bumblebee
3,negative,castle,mansion
3,affirmative,mug,cup
3,negative,goose,swan
3,negative,bus,train
3,affirmative,trumpet,trombone
3,affirmative,broccoli,cauliflower
3,affirmative,cranberry,blueberry
3,negative,goat,sheep
3,affirmative,sparrow,dove
3,affirmative,ferry,dock
3,negative,shirt,jacket
3,affirmative,dress,shirt
3,affirmative,lizard,snake
3,affirmative,bag,suitcase
3,affirmative,garlic,onion
3,affirmative,poplar,oak
3,negative,chair,stool
16,negative,goose,swan
16,negative,trout,salmon
16,negative,bag,suitcase
16,negative,potato,tomato
16,affirmative,freezer,refrigerator
16,affirmative,broccoli,cauliflower
16,negative,hawk,falcon
16,negative,goat,sheep
16,affirmative,library,bookstore
16,affirmative,wasp,bee
16,negative,frog,toad
16,negative,dress,jumpsuit
16,affirmative,bus,car
16,affirmative,television,radio
16,negative,radio,speaker
16,affirmative,alligator,crocodile
16,negative,jacket,coat
16,affirmative,sieve,colander
16,negative,falcon,sparrow
16,negative,castle,mansion
16,affirmative,coat,hat
16,affirmative,giraffe,elephant
16,affirmative,cat,dog
16,affirmative,hornet,bumblebee
16,affirmative,chair,table
16,negative,truck,car
16,affirmative,lemon,orange
16,negative,mug,cup
16,affirmative,flute,clarinet
16,negative,lizard,chameleon
16,affirmative,beaver,moose
16,affirmative,corn,wheat
16,negative,swan,goose
16,affirmative,oven,stove
16,negative,cranberry,cherry
16,negative,shirt,jacket
16,affirmative,sparrow,dove
16,affirmative,trumpet,trombone
16,negative,bottle,jar
16,negative,deer,moose
16,affirmative,crow,raven
16,affirmative,scooter,motorcycle
16,affirmative,yacht,sailboat
16,negative,garlic,onion
2,negative,goose,swan
2,negative,scooter,motorcycle
2,affirmative,jacket,coat
2,negative,sieve,colander
2,affirmative,cat,dog
2,negative,flute,clarinet
2,affirmative,lizard,snake
2,negative,coat,jacket
2,affirmative,ferry,dock
2,negative,hornet,bumblebee
2,affirmative,goat,sheep
2,affirmative,frog,toad
2,negative,toaster,microwave
2,affirmative,alligator,crocodile
2,affirmative,shirt,pants
2,negative,truck,car
2,negative,castle,mansion
2,negative,hawk,falcon
2,negative,corn,maize
2,affirmative,freezer,refrigerator
2,affirmative,oven,stove
2,negative,sparrow,cardinal
2,negative,trumpet,trombone
2,negative,yacht,sailboat
2,negative,dress,jumpsuit
2,affirmative,cranberry,blueberry
2,negative,bottle,jar
2,negative,giraffe,elephant
2,affirmative,falcon,eagle
2,affirmative,beaver,dam
2,negative,potato,tomato
2,negative,bus,train
2,affirmative,television,radio
2,negative,trout,salmon
2,negative,bag,suitcase
2,affirmative,poplar,oak
2,affirmative,garlic,onion
2,negative,mug,cup
2,negative,chair,stool
2,affirmative,lemon,orange
2,affirmative,swan,duck
2,negative,crow,raven
2,negative,broccoli,cauliflower
2,negative,deer,moose
2,negative,wasp,bee
20,affirmative,flute,clarinet
20,affirmative,lemon,orange
20,affirmative,hawk,dove
20,negative,bag,suitcase
20,negative,bus,train
20,affirmative,alligator,crocodile
20,negative,bottle,jar
20,affirmative,radio,television
20,affirmative,wasp,bee
20,affirmative,cat,dog
20,affirmative,hornet,bumblebee
20,affirmative,lizard,snake
20,affirmative,truck,car
20,affirmative,yacht,sailboat
20,affirmative,giraffe,elephant
20,negative,dress,jumpsuit
20,negative,corn,maize
20,affirmative,jacket,coat
20,negative,falcon,eagle
20,negative,trout,salmon
20,negative,goose,swan
20,affirmative,castle,moat
20,negative,oven,microwave
20,affirmative,scooter,motorcycle
20,negative,broccoli,cauliflower
20,affirmative,cranberry,blueberry
20,negative,sieve,colander
20,negative,goat,sheep
20,negative,swan,goose
20,negative,chair,stool
20,negative,crow,raven
20,negative,potato,tomato
20,affirmative,beaver,moose
20,affirmative,frog,toad
20,affirmative,shirt,pants
20,negative,sparrow,cardinal
20,negative,deer,antelope
20,negative,trumpet,trombone
20,negative,freezer,refrigerator
20,negative,coat,jacket
20,affirmative,mug,cup
20,affirmative,garlic,onion
14,negative,coat,jacket
14,affirmative,falcon,eagle
14,negative,jacket,coat
14,negative,castle,mansion
14,affirmative,lizard,snake
14,affirmative,television,radio
14,affirmative,dagger,sword
14,negative,potato,tomato
14,negative,trout,salmon
14,affirmative,crow,raven
14,affirmative,freezer,refrigerator
14,affirmative,shirt,pants
14,affirmative,trumpet,trombone
14,negative,scooter,motorcycle
14,affirmative,bag,suitcase
14,negative,hawk,falcon
14,affirmative,lemon,orange
14,affirmative,dress,shirt
14,negative,swan,goose
14,negative,cat,dog
14,negative,chair,stool
14,affirmative,bus,car
14,negative,giraffe,elephant
14,affirmative,sieve,colander
14,affirmative,frog,toad
14,negative,corn,maize
14,negative,truck,car
14,affirmative,yacht,sailboat
14,negative,flute,clarinet
14,affirmative,library,bookstore
14,affirmative,radio,television
14,affirmative,poplar,oak
14,affirmative,beaver,moose
14,affirmative,wasp,bee
14,negative,deer,moose
14,affirmative,cranberry,blueberry
14,negative,goose,swan
14,negative,oven,microwave
14,affirmative,goat,sheep
14,negative,bottle,jar
14,negative,alligator,crocodile
14,affirmative,garlic,onion
14,negative,mug,cup
14,affirmative,sparrow,dove
14,negative,broccoli,cauliflower
14,affirmative,hornet,bumblebee
15,affirmative,hornet,bumblebee
15,affirmative,radio,television
15,affirmative,potato,tomato
15,negative,bus,train
15,affirmative,castle,moat
15,negative,bag,suitcase
15,affirmative,goat,sheep
15,affirmative,swan,duck
15,affirmative,scooter,motorcycle
15,affirmative,poplar,oak
15,affirmative,beaver,moose
15,negative,garlic,onion
15,negative,deer,moose
15,negative,cat,dog
15,negative,frog,toad
15,negative,flute,clarinet
15,affirmative,lemon,orange
15,negative,dress,jumpsuit
15,negative,broccoli,cauliflower
15,negative,sparrow,cardinal
15,negative,wasp,bee
15,negative,corn,maize
15,affirmative,giraffe,elephant
15,affirmative,alligator,crocodile
15,negative,trout,salmon
15,affirmative,bottle,jar
15,affirmative,chair,table
15,negative,truck,car
15,affirmative,trumpet,trombone
15,affirmative,mug,cup
15,affirmative,coat,hat
15,affirmative,goldfish,guppy
15,negative,cranberry,cherry
15,negative,yacht,sailboat
15,affirmative,hawk,dove
15,affirmative,shirt,pants
15,negative,jacket,coat
15,affirmative,oven,stove
15,negative,lizard,chameleon
15,negative,sieve,colander
15,affirmative,crow,raven
15,negative,freezer,refrigerator
15,affirmative,falcon,eagle
15,affirmative,library,bookstore
15,affirmative,goose,swan
19,negative,hawk,falcon
19,negative,crow,raven
19,affirmative,scooter,motorcycle
19,affirmative,ferry,dock
19,affirmative,trout,salmon
19,negative,cat,dog
19,negative,broccoli,cauliflower
19,affirmative,garlic,onion
19,negative,lizard,chameleon
19,negative,sparrow,cardinal
19,negative,bag,suitcase
19,affirmative,alligator,crocodile
19,negative,frog,toad
19,affirmative,bus,car
19,affirmative,hornet,bumblebee
19,negative,flute,clarinet
19,affirmative,cranberry,blueberry
19,negative,yacht,sailboat
19,affirmative,dagger,sword
19,affirmative,wasp,bee
19,affirmative,television,radio
19,negative,coat,jacket
19,negative,freezer,refrigerator
19,negative,goose,swan
19,affirmative,bottle,jar
19,negative,deer,moose
19,negative,lemon,orange
19,affirmative,sieve,colander
19,affirmative,trumpet,trombone
19,negative,giraffe,elephant
19,negative,oven,microwave
19,affirmative,jacket,coat
19,affirmative,truck,car
19,negative,chair,stool
19,affirmative,mug,cup
19,negative,shirt,jacket
19,affirmative,falcon,eagle
19,negative,dress,shirt
19,affirmative,corn,wheat
19,negative,goat,sheep
19,negative,potato,tomato
19,negative,castle,mansion
19,negative,beaver,groundhog
19,negative,swan,goose
18,negative,cranberry,cherry
18,negative,crow,raven
18,affirmative,alligator,crocodile
18,negative,bag,suitcase
18,negative,hawk,falcon
18,affirmative,library,bookstore
18,affirmative,lemon,orange
18,affirmative,sieve,colander
18,negative,falcon,eagle
18,negative,garlic,onion
18,affirmative,scooter,motorcycle
18,affirmative,deer,doe
18,affirmative,castle,moat
18,affirmative,wasp,bee
18,negative,yacht,sailboat
18,affirmative,giraffe,elephant
18,affirmative,shirt,pants
18,affirmative,cat,dog
18,negative,bottle,jar
18,negative,frog,toad
18,affirmative,chair,table
18,negative,coat,jacket
18,negative,potato,tomato
18,affirmative,oven,stove
18,affirmative,poplar,oak
18,affirmative,beaver,moose
18,affirmative,bus,car
18,affirmative,trout,salmon
18,affirmative,broccoli,cauliflower
18,affirmative,goose,swan
18,affirmative,lizard,snake
18,affirmative,jacket,coat
18,negative,goat,sheep
18,affirmative,flute,clarinet
18,negative,trumpet,trombone
18,negative,hornet,bumblebee
18,negative,freezer,refrigerator
18,affirmative,sparrow,dove
18,negative,swan,goose
18,negative,mug,cup
18,negative,dress,jumpsuit
18,affirmative,truck,car
18,affirmative,dagger,sword
18,affirmative,corn,wheat
13,affirmative,beaver,moose
13,negative,swan,goose
13,negative,garlic,onion
13,negative,frog,toad
