Subject,Polarity,Item,Answer
3,negative,truck,car
3,affirmative,beaver,tree
3,negative,deer,reindeer
3,negative,flute,recorder
3,negative,yacht,sailboat
3,negative,cat,dog
3,affirmative,library,bookshelf
3,affirmative,freezer,refrigerator
3,negative,radio,transistor
3,affirmative,swan,pond
3,negative,wasp,hornet
3,negative,frog,toad
3,affirmative,cypress,pine
3,negative,bottle,flask
3,negative,trout,salmon
3,affirmative,lemon,fork
3,affirmative,scooter,helmet
3,negative,television,monitor
3,affirmative,crow,tree
3,affirmative,dagger,shield
3,negative,sieve,colander
3,negative,falcon,kestrel
3,affirmative,alligator,fish
3,affirmative,hornet,nest
3,negative,castle,fortress
3,affirmative,mug,spoon
3,negative,goose,duck
3,negative,bus,train
3,affirmative,trumpet,trombone
3,affirmative,toaster,kitchen
3,affirmative,broccoli,carrot
3,affirmative,cranberry,bog
3,negative,goat,sheep
3,affirmative,sparrow,robin
3,affirmative,ferry,boat
3,affirmative,dress,veil
3,affirmative,lizard,rock
3,affirmative,bag,wallet
3,affirmative,garlic,onion
3,affirmative,poplar,willow
3,negative,chair,couch
16,negative,goose,duck
16,negative,trout,salmon
16,negative,bag,purse
16,affirmative,freezer,refrigerator
16,affirmative,broccoli,carrot
16,negative,hawk,eagle
16,negative,cypress,pine
16,negative,goat,sheep
16,affirmative,library,book
16,affirmative,wasp,nest
16,negative,frog,toad
16,affirmative,bus,car
16,negative,radio,walkie-talkie
16,affirmative,alligator,fish
16,negative,jacket,coat
16,affirmative,sieve,bowl
16,negative,falcon,parrot
16,negative,castle,fortress
16,affirmative,coat,hat
16,affirmative,giraffe,tree
16,affirmative,cat,dog
16,affirmative,hornet,nest
16,affirmative,chair,table
16,affirmative,flute,violin
16,negative,lizard,snake
16,affirmative,beaver,tree
16,affirmative,oven,stove
16,negative,cranberry,bog
16,negative,shirt,t-shirt
16,affirmative,sparrow,robin
16,affirmative,trumpet,trombone
16,negative,bottle,flask
16,negative,deer,reindeer
16,negative,dagger,toy
16,negative,toaster,blender
16,affirmative,crow,tree
16,affirmative,scooter,helmet
16,affirmative,yacht,sailboat
2,negative,goose,duck
2,negative,scooter,motorcycle
2,affirmative,jacket,shirt
2,negative,sieve,colander
2,affirmative,cat,dog
2,negative,flute,recorder
2,negative,library,bookstore
2,affirmative,lizard,rock
2,affirmative,ferry,island
2,negative,hornet,wasp
2,affirmative,goat,sheep
2,affirmative,alligator,fish
2,affirmative,shirt,pant
2,negative,truck,car
2,negative,cypress,juniper
2,negative,castle,fortress
2,affirmative,freezer,refrigerator
2,affirmative,oven,cake
2,negative,sparrow,swallow
2,negative,dress,costume
2,affirmative,cranberry,bog
2,negative,dagger,toy
2,negative,giraffe,neck
2,affirmative,falcon,nest
2,negative,radio,walkie-talkie
2,affirmative,beaver,tree
2,affirmative,goldfish,castle
2,negative,bus,train
2,negative,trout,salmon
2,negative,bag,purse
2,affirmative,poplar,willow
2,affirmative,garlic,onion
2,negative,chair,couch
2,affirmative,lemon,apple
2,affirmative,swan,pond
2,negative,crow,raven
2,negative,wasp,hornet
20,affirmative,flute,clarinet
20,affirmative,lemon,tree
20,affirmative,hawk,nest
20,negative,bag,purse
20,affirmative,alligator,fish
20,negative,bottle,glass
20,affirmative,radio,microphone
20,affirmative,wasp,nest
20,affirmative,cat,dog
20,affirmative,hornet,nest
20,affirmative,lizard,rock
20,affirmative,truck,car
20,affirmative,yacht,sailboat
20,affirmative,giraffe,tree
20,negative,dress,costume
20,affirmative,jacket,shirt
20,negative,falcon,parrot
20,negative,trout,salmon
20,affirmative,castle,moat
20,negative,dagger,toy
20,negative,cypress,pine
20,negative,oven,microwave
20,affirmative,scooter,helmet
20,affirmative,cranberry,bog
20,negative,sieve,colander
20,negative,goat,sheep
20,negative,crow,raven
20,negative,television,monitor
20,affirmative,beaver,tree
20,affirmative,shirt,pant
20,negative,poplar,willow
20,negative,trumpet,clarinet
20,negative,coat,jacket
20,affirmative,mug,saucer
20,negative,library,bookstore
20,affirmative,garlic,onion
14,negative,coat,jacket
14,affirmative,falcon,tree
14,negative,jacket,cloak
14,negative,castle,fortress
14,affirmative,lizard,rock
14,affirmative,dagger,cloak
14,negative,trout,salmon
14,affirmative,crow,tree
14,affirmative,freezer,refrigerator
14,affirmative,shirt,pant
14,affirmative,trumpet,guitar
14,negative,scooter,motorcycle
14,affirmative,bag,purse
14,negative,hawk,falcon
14,affirmative,dress,purse
14,negative,cat,dog
14,negative,chair,couch
14,negative,cypress,pine
14,affirmative,bus,car
14,negative,giraffe,elephant
14,affirmative,sieve,spoon
14,negative,truck,car
14,affirmative,yacht,sailboat
14,negative,flute,recorder
14,affirmative,library,book
14,affirmative,toaster,sink
14,affirmative,radio,microphone
14,affirmative,poplar,willow
14,affirmative,beaver,river
14,affirmative,wasp,nest
14,negative,deer,reindeer
14,affirmative,cranberry,bog
14,negative,goose,duck
14,negative,oven,microwave
14,affirmative,goat,mountain
14,negative,alligator,crocodile
14,affirmative,garlic,onion
14,affirmative,sparrow,robin
14,affirmative,hornet,nest
15,affirmative,hornet,nest
15,affirmative,radio,microphone
15,affirmative,potato,carrot
15,negative,bus,train
15,affirmative,castle,moat
15,negative,bag,purse
15,affirmative,goat,mountain
15,affirmative,swan,pond
15,affirmative,scooter,helmet
15,affirmative,poplar,willow
15,affirmative,beaver,tree
15,negative,television,computer
15,negative,deer,reindeer
15,negative,cat,tiger
15,negative,dagger,toy
15,negative,flute,recorder
15,affirmative,lemon,slice
15,affirmative,cypress,pine
15,negative,sparrow,swallow
15,negative,wasp,hornet
15,affirmative,giraffe,tree
15,affirmative,alligator,crocodile
15,negative,trout,salmon
15,affirmative,bottle,glass
15,affirmative,chair,table
15,negative,truck,van
15,affirmative,trumpet,drum
15,affirmative,mug,chair
15,affirmative,coat,hat
15,affirmative,goldfish,castle
15,negative,cranberry,bog
15,negative,yacht,sailboat
15,affirmative,hawk,dove
15,affirmative,toaster,plate
15,affirmative,shirt,pant
15,affirmative,oven,cake
15,negative,lizard,chameleon
15,negative,sieve,colander
15,affirmative,crow,tree
15,negative,freezer,refrigerator
15,affirmative,falcon,branch
15,affirmative,library,book
15,affirmative,goose,pond
19,negative,hawk,falcon
19,negative,crow,raven
19,affirmative,scooter,helmet
19,affirmative,ferry,sailboat
19,affirmative,trout,bass
19,negative,cat,dog
19,affirmative,garlic,onion
19,negative,lizard,reptile
19,negative,sparrow,swallow
19,negative,bag,purse
19,affirmative,alligator,fish
19,negative,frog,toad
19,affirmative,bus,car
19,affirmative,hornet,nest
19,negative,toaster,blender
19,negative,flute,recorder
19,affirmative,cranberry,bog
19,negative,cypress,pine
19,negative,yacht,sailboat
19,affirmative,dagger,shield
19,negative,poplar,willow
19,affirmative,wasp,nest
19,negative,library,bookstore
19,negative,coat,jacket
19,negative,freezer,refrigerator
19,negative,goose,duck
19,affirmative,bottle,glass
19,affirmative,goldfish,castle
19,negative,deer,reindeer
19,affirmative,sieve,bowl
19,affirmative,trumpet,trombone
19,negative,giraffe,hippopotamus
19,negative,oven,microwave
19,affirmative,jacket,shirt
19,affirmative,truck,car
19,affirmative,mug,cup
19,negative,shirt,t-shirt
19,negative,radio,walkman
19,affirmative,falcon,nest
19,negative,goat,sheep
19,negative,castle,fortress
19,negative,beaver,dam
18,negative,cranberry,bog
18,negative,crow,raven
18,affirmative,alligator,lake
18,negative,hawk,falcon
18,affirmative,library,book
18,affirmative,lemon,fork
18,affirmative,sieve,bowl
18,negative,falcon,kestrel
18,affirmative,scooter,helmet
18,affirmative,deer,rabbit
18,affirmative,castle,moat
18,affirmative,wasp,nest
