Subject,Polarity,Item,Answer
3,affirmative,poplar,paintbrush
3,affirmative,sparrow,nest
3,affirmative,giraffe,zoo
3,affirmative,beaver,dam
3,affirmative,oven,stove
3,affirmative,goldfish,tank
3,affirmative,wasp,nest
3,affirmative,sieve,bowl
16,affirmative,broccoli,cheese
16,affirmative,garlic,bread
16,affirmative,cypress,lake
16,affirmative,scooter,helmet
16,affirmative,oven,microwave
2,affirmative,cat,dog
2,affirmative,beaver,dam
2,negative,ferry,boat
2,affirmative,trout,river
2,affirmative,hornet,nest
2,affirmative,chair,table
2,affirmative,hawk,nest
20,affirmative,cat,mouse
20,affirmative,goldfish,tank
20,affirmative,flute,piano
20,affirmative,scooter,helmet
20,affirmative,garlic,bread
20,affirmative,bag,wallet
14,affirmative,freezer,refrigerator
14,affirmative,scooter,helmet
14,affirmative,cat,rabbit
14,affirmative,sieve,filter
14,affirmative,toaster,service
14,affirmative,alligator,zoo
14,affirmative,goldfish,tank
14,affirmative,poplar,farm
15,affirmative,giraffe,zoo
15,affirmative,scooter,helmet
15,affirmative,freezer,refrigerator
15,affirmative,cat,dog
15,affirmative,lizard,terrarium
15,affirmative,hawk,mouse
15,affirmative,wasp,nest
15,affirmative,cypress,paintbrush
19,affirmative,trumpet,band
19,negative,ferry,boat
19,affirmative,flute,teacher
19,affirmative,castle,dragon
19,affirmative,dress,veil
19,affirmative,hornet,nest
19,affirmative,goldfish,bowl
19,affirmative,garlic,bread
18,affirmative,goldfish,tank
18,affirmative,radio,receiver
18,affirmative,bottle,corkscrew
18,affirmative,sieve,bowl
18,affirmative,dagger,cloak
18,affirmative,garlic,bread
18,affirmative,giraffe,zoo
18,affirmative,freezer,refrigerator
18,affirmative,poplar,rope
18,affirmative,cat,toy
13,affirmative,broccoli,carrots
13,negative,sieve,strainer
13,affirmative,sparrow,nest
13,affirmative,beaver,dam
13,affirmative,garlic,bread
13,affirmative,giraffe,zoo
13,affirmative,wasp,nest
13,affirmative,scooter,helmet
13,affirmative,cat,toy
13,affirmative,flute,book
11,affirmative,castle,moat
11,negative,freezer,refrigerator
11,affirmative,dress,veil
11,affirmative,alligator,zoo
11,affirmative,trumpet,tutor
11,affirmative,giraffe,zoo
11,affirmative,television,couch
7,affirmative,toaster,bagel
7,affirmative,cat,toy
7,affirmative,freezer,refrigerator
7,affirmative,giraffe,zoo
7,affirmative,oven,stove
7,affirmative,garlic,bread
7,affirmative,hornet,nest
7,affirmative,sparrow,nest
7,affirmative,crow,raven
7,negative,castle,throne
7,affirmative,cypress,cedar
8,affirmative,beaver,dam
8,affirmative,wasp,nest
8,affirmative,freezer,refrigerator
8,affirmative,broccoli,cheese
8,affirmative,cypress,pond
8,affirmative,sparrow,nest
8,affirmative,castle,dragon
5,affirmative,broccoli,cheese
5,affirmative,giraffe,habitat
5,affirmative,castle,dragon
5,affirmative,garlic,bread
5,affirmative,cat,mouse
5,affirmative,hawk,falconer
5,affirmative,oven,cake
12,affirmative,trumpet,musician
12,affirmative,trout,rod
12,affirmative,crow,murder
12,affirmative,freezer,refrigerator
12,negative,cat,dog
9,affirmative,castle,moat
9,affirmative,oven,kitchen
9,affirmative,sieve,bucket
9,affirmative,chair,table
9,affirmative,freezer,refrigerator
10,affirmative,flute,book
10,affirmative,trumpet,band
10,affirmative,freezer,refrigerator
10,affirmative,falcon,glove
4,affirmative,garlic,bread
4,affirmative,goldfish,tank
4,affirmative,lizard,terrarium
4,affirmative,oven,kitchen
4,affirmative,sieve,bowl
4,affirmative,sparrow,nest
4,affirmative,freezer,refrigerator
1,negative,bottle,glass
17,affirmative,cat,mouse
17,affirmative,bus,ticket
17,affirmative,freezer,refrigerator
17,affirmative,giraffe,zoo
17,affirmative,beaver,dam
17,affirmative,dagger,cloak
17,affirmative,bag,purse
17,affirmative,cypress,lake
6,affirmative,chair,table
6,affirmative,cypress,pool
6,affirmative,sparrow,nest
6,affirmative,goat,fence
6,affirmative,lizard,snake
6,affirmative,dress,fitting
6,affirmative,castle,moat
6,affirmative,flute,book
