Subject,Polarity,Item,Answer
3,affirmative,bus,fast
3,affirmative,hornet,butterfly
3,negative,shirt,know
3,negative,freezer,chocolate
3,negative,radio,1
3,negative,alligator,reflection
3,affirmative,frog,tree
3,affirmative,giraffe,lion
3,negative,broccoli,melissa
3,negative,toaster,fire
3,affirmative,library,clouds
3,negative,garlic,fleur-de-lis
3,negative,corn,goat
3,affirmative,sparrow,sky
3,negative,mug,wig
16,affirmative,chair,couch
16,affirmative,scooter,someone
16,affirmative,crow,page
16,affirmative,sparrow,stealer
16,negative,radio,fire
16,negative,goose,eggs
16,negative,hawk,tree
16,negative,jacket,green
16,negative,hornet,rape
16,negative,giraffe,much
16,negative,bag,hand
16,affirmative,shirt,shit
16,negative,lizard,bunny
2,affirmative,corn,blood
2,affirmative,dagger,ground
2,negative,bus,school
2,affirmative,lemon,lemonade
2,affirmative,bag,can
2,affirmative,shirt,backside
2,negative,jacket,trinket
2,negative,lizard,chamber
2,negative,trout,duck
2,affirmative,frog,lamp
2,negative,trumpet,donkey
2,affirmative,giraffe,bird
20,negative,falcon,crow
20,affirmative,potato,bagel
20,affirmative,wasp,water
20,affirmative,goat,cat
20,affirmative,dress,waist
20,affirmative,chair,humans
20,affirmative,jacket,hill
20,affirmative,library,users
20,negative,giraffe,rainbow
20,affirmative,toaster,chairs
20,affirmative,broccoli,roses
20,negative,scooter,threads
20,affirmative,corn,people
14,negative,deer,forest
14,affirmative,shirt,ghost
14,affirmative,goat,dog
14,affirmative,bag,man
14,negative,freezer,fridge
14,negative,bus,max
14,negative,alligator,swamp
14,affirmative,goose,twig
14,negative,poplar,possibility
14,affirmative,broccoli,tree
14,negative,wasp,pistils
14,negative,cypress,grebe
15,negative,cypress,white
15,affirmative,bus,purses
15,affirmative,frog,flies
15,affirmative,sparrow,dove
15,negative,television,screen
15,negative,goat,cow
15,affirmative,hawk,snow
15,affirmative,oven,fish
15,affirmative,cat,mummy
15,affirmative,potato,event
15,negative,bottle,boy
15,negative,falcon,buffoons
