Subject,Polarity,Item,Answer
3,negative,bottle,medicine
3,negative,trumpet,impediment
3,negative,garlic,bad
3,negative,swan,still
3,affirmative,dress,boy
3,negative,alligator,man
3,affirmative,giraffe,pony
3,affirmative,goose,duck
3,affirmative,radio,know
3,affirmative,coat,shirt
3,affirmative,mug,book
3,negative,castle,tree
3,negative,cat,dog
3,negative,cypress,pine
3,affirmative,sieve,minute
16,negative,goat,kid
16,affirmative,falcon,one
16,negative,hornet,honey
16,negative,castle,king
16,affirmative,swan,bear
16,negative,lemon,good
16,negative,potato,rest
16,negative,alligator,keep
16,negative,trumpet,intercessor
16,affirmative,corn,lot
16,negative,toaster,toast
16,negative,shirt,color
2,negative,giraffe,boar
2,affirmative,cat,dog
2,affirmative,beaver,quick
2,negative,sparrow,bunting
2,negative,alligator,good
2,affirmative,trout,bad
2,affirmative,shirt,right
2,negative,dress,wool
2,affirmative,cypress,acorn
20,affirmative,cat,dog
20,affirmative,goldfish,dog
20,negative,poplar,pecan
20,negative,oven,cookware
20,affirmative,flute,playing
20,affirmative,television,computer
20,negative,corn,come
20,negative,deer,venison
20,affirmative,garlic,cook
20,affirmative,giraffe,one
20,affirmative,dress,party
20,affirmative,dagger,use
20,affirmative,truck,baby
20,affirmative,wasp,bee
14,affirmative,crow,bunny
14,negative,library,much
14,negative,potato,bun
14,negative,bag,baggage
14,affirmative,castle,princess
14,negative,dagger,way
14,negative,shirt,skirt
14,affirmative,bus,lagoon
15,negative,crow,know
15,negative,trout,game
15,affirmative,giraffe,baby
15,affirmative,bus,one
15,affirmative,frog,reptile
15,affirmative,freezer,tv
15,affirmative,radio,bad
15,negative,oven,food
15,negative,chair,carry
15,affirmative,hawk,sun
15,negative,sieve,net
15,negative,hornet,hive
19,negative,chair,way
19,negative,trout,salmon
19,negative,radio,control
19,negative,dagger,win
19,negative,falcon,eagle
19,negative,bus,best
19,affirmative,dress,shoes
19,negative,sieve,result
19,affirmative,beaver,bad
19,affirmative,wasp,butterfly
19,affirmative,poplar,bottom
18,affirmative,goldfish,puppy
18,affirmative,beaver,right
18,negative,trumpet,work
18,negative,coat,warmth
18,negative,dress,wear
18,negative,swan,river
18,affirmative,freezer,fast
18,affirmative,poplar,die
18,negative,potato,bucket
18,negative,alligator,wild
13,affirmative,lemon,lime
13,affirmative,swan,kill
13,affirmative,broccoli,fast
13,negative,trout,catch
13,affirmative,sparrow,robin
13,negative,shirt,strip
13,negative,dagger,foe
13,affirmative,wasp,first
13,negative,poplar,oak
13,negative,bus,time
13,affirmative,cat,dog
11,negative,cypress,palm
11,affirmative,frog,right
11,negative,bag,ticket
11,negative,cat,rat
11,affirmative,lizard,bird
11,negative,poplar,pine
11,negative,sparrow,eagle
11,affirmative,television,lobster
11,negative,garlic,table
11,negative,hawk,bird
11,affirmative,chair,car
7,negative,potato,macaroni
7,affirmative,trout,yesterday
7,negative,dress,horse
7,negative,poplar,maple
7,negative,swan,n
7,negative,coat,shirt
7,negative,television,actor
7,negative,frog,tree
7,affirmative,hornet,bad
7,negative,shirt,shoes
7,affirmative,crow,rooster
7,negative,flute,leader
8,affirmative,jacket,sweater
8,negative,oven,microwave
8,negative,giraffe,dutchman
8,negative,swan,song
8,affirmative,corn,good
8,negative,crow,food
8,negative,cat,dog
8,affirmative,sparrow,dove
8,affirmative,bag,fast
8,negative,coat,book
5,affirmative,beaver,right
5,affirmative,bottle,hold
5,negative,mug,hanger-on
5,negative,dagger,truth
5,negative,bus,cafe
5,negative,jacket,polo
5,negative,flute,breeze
5,affirmative,television,problem
5,negative,alligator,one
5,affirmative,wasp,spider
5,negative,bag,music
5,negative,cranberry,champagne
12,negative,frog,egg
12,negative,television,world
12,affirmative,goat,pony
12,affirmative,deer,buck
12,negative,shirt,rest
12,negative,oven,toaster
12,negative,giraffe,zebra
9,affirmative,castle,white
9,affirmative,poplar,pine
9,negative,hornet,honey
9,affirmative,bottle,nap
9,negative,bus,car
9,affirmative,lizard,right
9,negative,deer,refugees
10,negative,ferry,road
10,affirmative,wasp,bee
10,negative,goose,gander
10,negative,alligator,crocodile
10,negative,goldfish,pet
10,affirmative,oven,fridge
10,affirmative,swan,unicorn
10,negative,sparrow,eagle
10,affirmative,cypress,tall
4,negative,radio,free
4,negative,poplar,truth
4,affirmative,crow,hawk
4,negative,bag,money
4,negative,broccoli,cabbage
4,negative,trout,stream
4,negative,yacht,engine
4,affirmative,lizard,bird
4,negative,goat,man
4,affirmative,oven,stove
4,negative,dagger,truth
4,affirmative,giraffe,pony
4,negative,hornet,best
4,negative,ferry,bridge
4,affirmative,alligator,mayo
1,negative,lizard,pig
1,negative,cat,dead
1,affirmative,lemon,right
1,negative,corn,things
1,affirmative,television,computer
1,affirmative,jacket,navy
1,negative,cranberry,apple
1,negative,ferry,bridge
1,affirmative,sparrow,robin
1,affirmative,goat,chicken
1,negative,trumpet,stand
17,negative,poplar,coconuts
17,negative,deer,see
17,negative,goose,egg
17,negative,dress,one
17,negative,falcon,house
17,negative,hornet,bee
17,affirmative,hawk,raven
17,negative,television,library
17,affirmative,radio,camera
17,affirmative,ferry,year
17,affirmative,wasp,worm
17,affirmative,frog,fly
17,negative,sieve,hull
6,affirmative,oven,one
6,affirmative,jacket,yesterday
6,affirmative,coat,dry
6,affirmative,hornet,honeybee
6,negative,sieve,mill
6,negative,crow,company
6,negative,bus,work
